stn_code,sampling_date,state,location,agency,type,so2,no2,rspm,spm,location_monitoring_station,pm2_5,date
NA,05-12-2006,Rajasthan,Jaipur,NA,Residential and others,4.2,31.8,239,368,Ajmeri Gate,NA,05-12-2006
NA,16-05-2006,Rajasthan,Jaipur,NA,Residential and others,4.6,39,144,365,Ajmeri Gate,NA,16-05-2006
NA,19-05-2006,Rajasthan,Jaipur,NA,Residential and others,4.3,46.2,210,397,Ajmeri Gate,NA,19-05-2006
NA,23-05-2006,Rajasthan,Jaipur,NA,Residential and others,4.4,48,153,265,Ajmeri Gate,NA,23-05-2006
NA,26-05-2006,Rajasthan,Jaipur,NA,Residential and others,4.5,49,397,524,Ajmeri Gate,NA,26-05-2006
NA,30-05-2006,Rajasthan,Jaipur,NA,Residential and others,3.8,41.7,144,322,Ajmeri Gate,NA,30-05-2006
NA,06-06-2006,Rajasthan,Jaipur,NA,Residential and others,4.5,37.9,211,267,Ajmeri Gate,NA,06-06-2006
NA,06-09-2006,Rajasthan,Jaipur,NA,Residential and others,4.3,32.2,169,412,Ajmeri Gate,NA,06-09-2006
NA,13-06-2006,Rajasthan,Jaipur,NA,Residential and others,4.5,39.2,271,723,Ajmeri Gate,NA,13-06-2006
NA,16-06-2006,Rajasthan,Jaipur,NA,Residential and others,4.4,43.1,90,326,Ajmeri Gate,NA,16-06-2006
NA,20-06-2006,Rajasthan,Jaipur,NA,Residential and others,4.5,41.8,106,289,Ajmeri Gate,NA,20-06-2006
NA,23-06-2006,Rajasthan,Jaipur,NA,Residential and others,4.3,35.8,51,156,Ajmeri Gate,NA,23-06-2006
NA,27-06-2006,Rajasthan,Jaipur,NA,Residential and others,4.2,41.7,31,137,Ajmeri Gate,NA,27-06-2006
NA,30-06-2006,Rajasthan,Jaipur,NA,Residential and others,4.3,33.3,49,113,Ajmeri Gate,NA,30-06-2006
NA,07-04-2006,Rajasthan,Jaipur,NA,Residential and others,4.2,40.7,91,150,Ajmeri Gate,NA,07-04-2006
NA,07-07-2006,Rajasthan,Jaipur,NA,Residential and others,4.3,27.8,46,230,Ajmeri Gate,NA,07-07-2006
NA,07-12-2006,Rajasthan,Jaipur,NA,Residential and others,4.3,18.7,353,715,Ajmeri Gate,NA,07-12-2006
NA,14-07-2006,Rajasthan,Jaipur,NA,Residential and others,4,27.2,316,341,Ajmeri Gate,NA,14-07-2006
NA,18-07-2006,Rajasthan,Jaipur,NA,Residential and others,4.7,31.8,60,158,Ajmeri Gate,NA,18-07-2006
NA,21-07-2006,Rajasthan,Jaipur,NA,Residential and others,4.2,36,44,124,Ajmeri Gate,NA,21-07-2006
NA,25-07-2006,Rajasthan,Jaipur,NA,Residential and others,4.5,35.5,30,92,Ajmeri Gate,NA,25-07-2006
NA,28-07-2006,Rajasthan,Jaipur,NA,Residential and others,5.3,28.2,40,140,Ajmeri Gate,NA,28-07-2006
NA,08-01-2006,Rajasthan,Jaipur,NA,Residential and others,6.8,21.5,39,115,Ajmeri Gate,NA,08-01-2006
NA,08-04-2006,Rajasthan,Jaipur,NA,Residential and others,4.2,31.3,43,80,Ajmeri Gate,NA,08-04-2006
NA,08-08-2006,Rajasthan,Jaipur,NA,Residential and others,4.3,27.5,22,90,Ajmeri Gate,NA,08-08-2006
NA,08-11-2006,Rajasthan,Jaipur,NA,Residential and others,3.8,32,60,86,Ajmeri Gate,NA,08-11-2006
NA,18-08-2006,Rajasthan,Jaipur,NA,Residential and others,3.8,39.7,86,217,Ajmeri Gate,NA,18-08-2006
NA,22-08-2006,Rajasthan,Jaipur,NA,Residential and others,4.5,40.3,45,112,Ajmeri Gate,NA,22-08-2006
NA,25-08-2006,Rajasthan,Jaipur,NA,Residential and others,4.2,29.8,38,94,Ajmeri Gate,NA,25-08-2006
NA,29-08-2006,Rajasthan,Jaipur,NA,Residential and others,4.6,31.2,81,258,Ajmeri Gate,NA,29-08-2006
NA,09-01-2006,Rajasthan,Jaipur,NA,Residential and others,3.3,26.7,26,112,Ajmeri Gate,NA,09-01-2006
NA,09-05-2006,Rajasthan,Jaipur,NA,Residential and others,3.7,27.2,46,105,Ajmeri Gate,NA,09-05-2006
NA,09-08-2006,Rajasthan,Jaipur,NA,Residential and others,4,25.8,61,158,Ajmeri Gate,NA,09-08-2006
NA,09-12-2006,Rajasthan,Jaipur,NA,Residential and others,4,37.5,65,149,Ajmeri Gate,NA,09-12-2006
NA,15-09-2006,Rajasthan,Jaipur,NA,Residential and others,4,33.3,62,183,Ajmeri Gate,NA,15-09-2006
NA,19-09-2006,Rajasthan,Jaipur,NA,Residential and others,4,26.5,55,128,Ajmeri Gate,NA,19-09-2006
NA,22-09-2006,Rajasthan,Jaipur,NA,Residential and others,3,35.3,90,282,Ajmeri Gate,NA,22-09-2006
NA,26-09-2006,Rajasthan,Jaipur,NA,Residential and others,3.8,37.2,65,138,Ajmeri Gate,NA,26-09-2006
NA,29-09-2006,Rajasthan,Jaipur,NA,Residential and others,4.2,38.3,58,103,Ajmeri Gate,NA,29-09-2006
NA,10-03-2006,Rajasthan,Jaipur,NA,Residential and others,4.2,54.5,76,171,Ajmeri Gate,NA,10-03-2006
NA,10-06-2006,Rajasthan,Jaipur,NA,Residential and others,4.2,35.5,45,89,Ajmeri Gate,NA,10-06-2006
NA,10-10-2006,Rajasthan,Jaipur,NA,Residential and others,4.7,35.2,74,144,Ajmeri Gate,NA,10-10-2006
NA,13-10-2006,Rajasthan,Jaipur,NA,Residential and others,3.7,44.5,117,145,Ajmeri Gate,NA,13-10-2006
NA,17-10-2006,Rajasthan,Jaipur,NA,Residential and others,4.2,42.7,173,239,Ajmeri Gate,NA,17-10-2006
NA,20-10-2006,Rajasthan,Jaipur,NA,Residential and others,5.8,40.2,74,143,Ajmeri Gate,NA,20-10-2006
NA,24-10-2006,Rajasthan,Jaipur,NA,Residential and others,3.3,34.5,133,248,Ajmeri Gate,NA,24-10-2006
NA,27-10-2006,Rajasthan,Jaipur,NA,Residential and others,3.8,32.4,70,109,Ajmeri Gate,NA,27-10-2006
NA,31-10-2006,Rajasthan,Jaipur,NA,Residential and others,4.2,46.2,127,175,Ajmeri Gate,NA,31-10-2006
NA,11-01-2006,Rajasthan,Jaipur,NA,Residential and others,4,59.5,126,158,Ajmeri Gate,NA,11-01-2006
NA,11-03-2006,Rajasthan,Jaipur,NA,Residential and others,3.8,44.8,126,183,Ajmeri Gate,NA,11-03-2006
NA,11-07-2006,Rajasthan,Jaipur,NA,Residential and others,4.3,48.7,171,215,Ajmeri Gate,NA,11-07-2006
NA,11-10-2006,Rajasthan,Jaipur,NA,Residential and others,4.3,46,125,185,Ajmeri Gate,NA,11-10-2006
NA,14-11-2006,Rajasthan,Jaipur,NA,Residential and others,3.7,67.5,138,203,Ajmeri Gate,NA,14-11-2006
NA,17-11-2006,Rajasthan,Jaipur,NA,Residential and others,3.5,48.3,144,201,Ajmeri Gate,NA,17-11-2006
NA,21-11-2006,Rajasthan,Jaipur,NA,Residential and others,5,50.3,164,294,Ajmeri Gate,NA,21-11-2006
NA,24-11-2006,Rajasthan,Jaipur,NA,Residential and others,3.8,54.6,92,211,Ajmeri Gate,NA,24-11-2006
NA,28-11-2006,Rajasthan,Jaipur,NA,Residential and others,4.7,50.7,91,240,Ajmeri Gate,NA,28-11-2006
NA,12-05-2006,Rajasthan,Jaipur,NA,Residential and others,3.6,48.2,108,192,Ajmeri Gate,NA,12-05-2006
NA,12-08-2006,Rajasthan,Jaipur,NA,Residential and others,4.7,47.8,93,107,Ajmeri Gate,NA,12-08-2006
NA,12-12-2006,Rajasthan,Jaipur,NA,Residential and others,3.7,60.2,99,168,Ajmeri Gate,NA,12-12-2006
NA,15-12-2006,Rajasthan,Jaipur,NA,Residential and others,4.5,77.8,122,179,Ajmeri Gate,NA,15-12-2006
NA,19-12-2006,Rajasthan,Jaipur,NA,Residential and others,5,58.2,95,226,Ajmeri Gate,NA,19-12-2006
NA,22-12-2006,Rajasthan,Jaipur,NA,Residential and others,4.5,59,124,334,Ajmeri Gate,NA,22-12-2006
NA,26-12-2006,Rajasthan,Jaipur,NA,Residential and others,4.2,48,128,195,Ajmeri Gate,NA,26-12-2006
NA,29-12-2006,Rajasthan,Jaipur,NA,Residential and others,4.4,44.2,123,238,Ajmeri Gate,NA,29-12-2006
NA,01-02-2006,Rajasthan,Jaipur,NA,Residential and others,5.7,46,227,571,Chandpole,NA,01-02-2006
NA,01-05-2006,Rajasthan,Jaipur,NA,Residential and others,5.7,48.7,116,402,Chandpole,NA,01-05-2006
NA,01-09-2006,Rajasthan,Jaipur,NA,Residential and others,12.9,50.2,179,407,Chandpole,NA,01-09-2006
NA,19-01-2006,Rajasthan,Jaipur,NA,Residential and others,5.6,49,250,586,Chandpole,NA,19-01-2006
NA,23-01-2006,Rajasthan,Jaipur,NA,Residential and others,6,93.9,240,537,Chandpole,NA,23-01-2006
NA,26-01-2006,Rajasthan,Jaipur,NA,Residential and others,5,74.2,172,364,Chandpole,NA,26-01-2006
NA,31-01-2006,Rajasthan,Jaipur,NA,Residential and others,7.9,77.5,305,575,Chandpole,NA,31-01-2006
NA,02-02-2006,Rajasthan,Jaipur,NA,Residential and others,4.9,67.9,231,529,Chandpole,NA,02-02-2006
NA,02-06-2006,Rajasthan,Jaipur,NA,Residential and others,5.6,68.4,392,757,Chandpole,NA,02-06-2006
NA,02-09-2006,Rajasthan,Jaipur,NA,Residential and others,4.8,61.6,234,819,Chandpole,NA,02-09-2006
NA,13-02-2006,Rajasthan,Jaipur,NA,Residential and others,4.9,73.1,400,757,Chandpole,NA,13-02-2006
NA,16-02-2006,Rajasthan,Jaipur,NA,Residential and others,4.9,61.1,246,572,Chandpole,NA,16-02-2006
NA,20-02-2006,Rajasthan,Jaipur,NA,Residential and others,4.9,58.8,331,513,Chandpole,NA,20-02-2006
NA,23-02-2006,Rajasthan,Jaipur,NA,Residential and others,4.9,58,157,496,Chandpole,NA,23-02-2006
NA,27-02-2006,Rajasthan,Jaipur,NA,Residential and others,5.9,57.6,208,775,Chandpole,NA,27-02-2006
NA,03-02-2006,Rajasthan,Jaipur,NA,Residential and others,4.5,41,96,540,Chandpole,NA,03-02-2006
NA,03-06-2006,Rajasthan,Jaipur,NA,Residential and others,6.5,23.6,118,450,Chandpole,NA,03-06-2006
NA,03-09-2006,Rajasthan,Jaipur,NA,Residential and others,3.5,26.8,106,451,Chandpole,NA,03-09-2006
NA,13-03-2006,Rajasthan,Jaipur,NA,Residential and others,3.2,30.2,151,494,Chandpole,NA,13-03-2006
NA,16-03-2006,Rajasthan,Jaipur,NA,Residential and others,3.7,31.6,121,423,Chandpole,NA,16-03-2006
NA,20-03-2006,Rajasthan,Jaipur,NA,Residential and others,4.1,42.1,90,401,Chandpole,NA,20-03-2006
NA,23-03-2006,Rajasthan,Jaipur,NA,Residential and others,4.5,39.1,131,416,Chandpole,NA,23-03-2006
NA,27-03-2006,Rajasthan,Jaipur,NA,Residential and others,9.5,40.2,132,359,Chandpole,NA,27-03-2006
NA,30-03-2006,Rajasthan,Jaipur,NA,Residential and others,4.4,49.6,225,531,Chandpole,NA,30-03-2006
NA,04-03-2006,Rajasthan,Jaipur,NA,Residential and others,5.1,49.5,136,466,Chandpole,NA,04-03-2006
NA,04-06-2006,Rajasthan,Jaipur,NA,Residential and others,3.7,44.8,190,468,Chandpole,NA,04-06-2006
NA,13-04-2006,Rajasthan,Jaipur,NA,Residential and others,6.8,56.2,236,599,Chandpole,NA,13-04-2006
NA,17-04-2006,Rajasthan,Jaipur,NA,Residential and others,5.9,52.2,341,983,Chandpole,NA,17-04-2006
NA,20-04-2006,Rajasthan,Jaipur,NA,Residential and others,4.6,50.6,305,855,Chandpole,NA,20-04-2006
NA,24-04-2006,Rajasthan,Jaipur,NA,Residential and others,4.1,56.9,269,708,Chandpole,NA,24-04-2006
NA,27-04-2006,Rajasthan,Jaipur,NA,Residential and others,6,57.3,262,737,Chandpole,NA,27-04-2006
NA,05-01-2006,Rajasthan,Jaipur,NA,Residential and others,6.2,46.2,341,957,Chandpole,NA,05-01-2006
NA,05-04-2006,Rajasthan,Jaipur,NA,Residential and others,4.8,53,287,731,Chandpole,NA,05-04-2006
NA,05-08-2006,Rajasthan,Jaipur,NA,Residential and others,5.1,42.8,597,1031,Chandpole,NA,05-08-2006
NA,05-11-2006,Rajasthan,Jaipur,NA,Residential and others,5.1,48.4,268,740,Chandpole,NA,05-11-2006
NA,15-05-2006,Rajasthan,Jaipur,NA,Residential and others,5.4,41.4,121,516,Chandpole,NA,15-05-2006
NA,18-05-2006,Rajasthan,Jaipur,NA,Residential and others,5,51.5,137,679,Chandpole,NA,18-05-2006
NA,22-05-2006,Rajasthan,Jaipur,NA,Residential and others,4.7,46.9,178,526,Chandpole,NA,22-05-2006
NA,25-05-2006,Rajasthan,Jaipur,NA,Residential and others,5.7,45.4,156,534,Chandpole,NA,25-05-2006
NA,29-05-2006,Rajasthan,Jaipur,NA,Residential and others,4.9,36.8,180,634,Chandpole,NA,29-05-2006
NA,06-01-2006,Rajasthan,Jaipur,NA,Residential and others,4.7,39.1,97,466,Chandpole,NA,06-01-2006
NA,06-05-2006,Rajasthan,Jaipur,NA,Residential and others,4.8,47.6,142,609,Chandpole,NA,06-05-2006
NA,06-08-2006,Rajasthan,Jaipur,NA,Residential and others,4.9,44.5,133,524,Chandpole,NA,06-08-2006
NA,06-12-2006,Rajasthan,Jaipur,NA,Residential and others,4,49.5,238,647,Chandpole,NA,06-12-2006
NA,15-06-2006,Rajasthan,Jaipur,NA,Residential and others,4.2,42.5,175,701,Chandpole,NA,15-06-2006
NA,19-06-2006,Rajasthan,Jaipur,NA,Residential and others,4.3,41.9,426,675,Chandpole,NA,19-06-2006
NA,22-06-2006,Rajasthan,Jaipur,NA,Residential and others,5,40.2,95,423,Chandpole,NA,22-06-2006
NA,26-06-2006,Rajasthan,Jaipur,NA,Residential and others,4.2,28.5,81,365,Chandpole,NA,26-06-2006
NA,29-06-2006,Rajasthan,Jaipur,NA,Residential and others,4.3,34.8,95,519,Chandpole,NA,29-06-2006
NA,07-03-2006,Rajasthan,Jaipur,NA,Residential and others,4.3,42.2,82,282,Chandpole,NA,07-03-2006
NA,07-06-2006,Rajasthan,Jaipur,NA,Residential and others,4.2,38.6,125,438,Chandpole,NA,07-06-2006
NA,07-10-2006,Rajasthan,Jaipur,NA,Residential and others,3.8,28,114,288,Chandpole,NA,07-10-2006
NA,13-07-2006,Rajasthan,Jaipur,NA,Residential and others,4.2,24,136,293,Chandpole,NA,13-07-2006
NA,17-07-2006,Rajasthan,Jaipur,NA,Residential and others,4.8,43.5,77,397,Chandpole,NA,17-07-2006
NA,20-07-2006,Rajasthan,Jaipur,NA,Residential and others,3.8,29.3,88,256,Chandpole,NA,20-07-2006
NA,24-07-2006,Rajasthan,Jaipur,NA,Residential and others,4.2,29.5,57,189,Chandpole,NA,24-07-2006
NA,27-07-2006,Rajasthan,Jaipur,NA,Residential and others,3.5,27.5,48,139,Chandpole,NA,27-07-2006
NA,31-07-2006,Rajasthan,Jaipur,NA,Residential and others,4.2,28.8,91,244,Chandpole,NA,31-07-2006
NA,08-03-2006,Rajasthan,Jaipur,NA,Residential and others,4.8,30.8,65,249,Chandpole,NA,08-03-2006
NA,08-07-2006,Rajasthan,Jaipur,NA,Residential and others,4.5,38.3,88,192,Chandpole,NA,08-07-2006
NA,08-10-2006,Rajasthan,Jaipur,NA,Residential and others,4.8,35.7,74,193,Chandpole,NA,08-10-2006
NA,14-08-2006,Rajasthan,Jaipur,NA,Residential and others,4.3,45,74,193,Chandpole,NA,14-08-2006
NA,17-08-2006,Rajasthan,Jaipur,NA,Residential and others,4.7,43.7,105,284,Chandpole,NA,17-08-2006
NA,24-08-2006,Rajasthan,Jaipur,NA,Residential and others,5.7,30.8,106,296,Chandpole,NA,24-08-2006
NA,28-08-2006,Rajasthan,Jaipur,NA,Residential and others,4.7,36.5,61,284,Chandpole,NA,28-08-2006
NA,31-08-2006,Rajasthan,Jaipur,NA,Residential and others,4.5,28.5,49,98,Chandpole,NA,31-08-2006
NA,09-04-2006,Rajasthan,Jaipur,NA,Residential and others,4.4,35,54,191,Chandpole,NA,09-04-2006
NA,09-07-2006,Rajasthan,Jaipur,NA,Residential and others,4.7,31.3,75,291,Chandpole,NA,09-07-2006
NA,09-11-2006,Rajasthan,Jaipur,NA,Residential and others,4.7,35.2,108,363,Chandpole,NA,09-11-2006
NA,14-09-2006,Rajasthan,Jaipur,NA,Residential and others,4.3,36.8,107,316,Chandpole,NA,14-09-2006
NA,18-09-2006,Rajasthan,Jaipur,NA,Residential and others,4.3,38,96,260,Chandpole,NA,18-09-2006
NA,21-09-2006,Rajasthan,Jaipur,NA,Residential and others,4.6,35.2,168,495,Chandpole,NA,21-09-2006
NA,28-09-2006,Rajasthan,Jaipur,NA,Residential and others,4.2,44.5,108,292,Chandpole,NA,28-09-2006
NA,10-02-2006,Rajasthan,Jaipur,NA,Residential and others,5.5,71,69,168,Chandpole,NA,10-02-2006
NA,10-05-2006,Rajasthan,Jaipur,NA,Residential and others,4,30.5,70,269,Chandpole,NA,10-05-2006
NA,10-09-2006,Rajasthan,Jaipur,NA,Residential and others,4.2,39.7,67,240,Chandpole,NA,10-09-2006
NA,10-12-2006,Rajasthan,Jaipur,NA,Residential and others,4.4,52.6,134,284,Chandpole,NA,10-12-2006
NA,16-10-2006,Rajasthan,Jaipur,NA,Residential and others,3.8,42.5,132,261,Chandpole,NA,16-10-2006
NA,19-10-2006,Rajasthan,Jaipur,NA,Residential and others,4.8,53.7,78,410,Chandpole,NA,19-10-2006
NA,23-10-2006,Rajasthan,Jaipur,NA,Residential and others,4.3,30.8,83,296,Chandpole,NA,23-10-2006
NA,26-10-2006,Rajasthan,Jaipur,NA,Residential and others,6,45.8,122,345,Chandpole,NA,26-10-2006
NA,30-10-2006,Rajasthan,Jaipur,NA,Residential and others,4.5,37.8,116,327,Chandpole,NA,30-10-2006
NA,11-02-2006,Rajasthan,Jaipur,NA,Residential and others,4.2,42.5,133,413,Chandpole,NA,11-02-2006
NA,11-06-2006,Rajasthan,Jaipur,NA,Residential and others,4.3,52.3,152,322,Chandpole,NA,11-06-2006
NA,11-09-2006,Rajasthan,Jaipur,NA,Residential and others,5,46.6,140,437,Chandpole,NA,11-09-2006
NA,13-11-2006,Rajasthan,Jaipur,NA,Residential and others,3.3,58.2,197,412,Chandpole,NA,13-11-2006
NA,16-11-2006,Rajasthan,Jaipur,NA,Residential and others,4.2,40.7,224,555,Chandpole,NA,16-11-2006
NA,20-11-2006,Rajasthan,Jaipur,NA,Residential and others,4.5,47.3,133,452,Chandpole,NA,20-11-2006
NA,23-11-2006,Rajasthan,Jaipur,NA,Residential and others,3.8,42.5,119,314,Chandpole,NA,23-11-2006
NA,27-11-2006,Rajasthan,Jaipur,NA,Residential and others,4.3,50.8,128,354,Chandpole,NA,27-11-2006
NA,30-11-2006,Rajasthan,Jaipur,NA,Residential and others,5.2,53.3,154,397,Chandpole,NA,30-11-2006
NA,12-04-2006,Rajasthan,Jaipur,NA,Residential and others,4,40.5,173,457,Chandpole,NA,12-04-2006
NA,12-07-2006,Rajasthan,Jaipur,NA,Residential and others,4.5,46.2,164,360,Chandpole,NA,12-07-2006
NA,12-11-2006,Rajasthan,Jaipur,NA,Residential and others,4.3,44.5,87,290,Chandpole,NA,12-11-2006
NA,18-12-2006,Rajasthan,Jaipur,NA,Residential and others,5.5,52.3,103,175,Chandpole,NA,18-12-2006
NA,21-12-2006,Rajasthan,Jaipur,NA,Residential and others,4.8,52.8,111,323,Chandpole,NA,21-12-2006
NA,25-12-2006,Rajasthan,Jaipur,NA,Residential and others,4.8,47.2,148,342,Chandpole,NA,25-12-2006
NA,28-12-2006,Rajasthan,Jaipur,NA,Residential and others,4.4,41.6,138,271,Chandpole,NA,28-12-2006
NA,01-02-2006,Rajasthan,Jaipur,NA,Residential and others,3.2,16.7,44,96,RSPCB Office,NA,01-02-2006
NA,01-05-2006,Rajasthan,Jaipur,NA,Residential and others,3.9,17,37,92,RSPCB Office,NA,01-05-2006
NA,01-09-2006,Rajasthan,Jaipur,NA,Residential and others,4.2,16.6,65,109,RSPCB Office,NA,01-09-2006
NA,16-01-2006,Rajasthan,Jaipur,NA,Residential and others,2.8,10.7,34,102,RSPCB Office,NA,16-01-2006
NA,19-01-2006,Rajasthan,Jaipur,NA,Residential and others,3.7,15.3,44,122,RSPCB Office,NA,19-01-2006
NA,23-01-2006,Rajasthan,Jaipur,NA,Residential and others,4,26.6,33,94,RSPCB Office,NA,23-01-2006
NA,25-01-2006,Rajasthan,Jaipur,NA,Residential and others,4.3,17.7,79,206,RSPCB Office,NA,25-01-2006
NA,26-01-2006,Rajasthan,Jaipur,NA,Residential and others,2.7,21.6,70,196,RSPCB Office,NA,26-01-2006
NA,31-01-2006,Rajasthan,Jaipur,NA,Residential and others,4.9,20.5,88,205,RSPCB Office,NA,31-01-2006
NA,02-03-2006,Rajasthan,Jaipur,NA,Residential and others,3.6,17.4,85,272,RSPCB Office,NA,02-03-2006
NA,02-07-2006,Rajasthan,Jaipur,NA,Residential and others,4.6,17.4,90,259,RSPCB Office,NA,02-07-2006
NA,02-10-2006,Rajasthan,Jaipur,NA,Residential and others,3.1,21.9,85,179,RSPCB Office,NA,02-10-2006
NA,02-12-2006,Rajasthan,Jaipur,NA,Residential and others,3.6,18.2,43,84,RSPCB Office,NA,02-12-2006
NA,14-02-2006,Rajasthan,Jaipur,NA,Residential and others,2.6,17.3,173,348,RSPCB Office,NA,14-02-2006
NA,17-02-2006,Rajasthan,Jaipur,NA,Residential and others,2.9,17.9,76,306,RSPCB Office,NA,17-02-2006
NA,21-02-2006,Rajasthan,Jaipur,NA,Residential and others,NA,11.8,80,273,RSPCB Office,NA,21-02-2006
NA,24-02-2006,Rajasthan,Jaipur,NA,Residential and others,3.1,19.1,85,261,RSPCB Office,NA,24-02-2006
NA,28-02-2006,Rajasthan,Jaipur,NA,Residential and others,4,12.4,61,192,RSPCB Office,NA,28-02-2006
NA,03-02-2006,Rajasthan,Jaipur,NA,Residential and others,3.1,14.9,95,192,RSPCB Office,NA,03-02-2006
NA,03-06-2006,Rajasthan,Jaipur,NA,Residential and others,4.3,6.7,83,295,RSPCB Office,NA,03-06-2006
NA,03-09-2006,Rajasthan,Jaipur,NA,Residential and others,2.8,15.4,57,193,RSPCB Office,NA,03-09-2006
NA,13-03-2006,Rajasthan,Jaipur,NA,Residential and others,2.4,10.9,87,289,RSPCB Office,NA,13-03-2006
NA,16-03-2006,Rajasthan,Jaipur,NA,Residential and others,2.4,11.5,36,70,RSPCB Office,NA,16-03-2006
NA,20-03-2006,Rajasthan,Jaipur,NA,Residential and others,3.2,11.8,115,381,RSPCB Office,NA,20-03-2006
NA,23-03-2006,Rajasthan,Jaipur,NA,Residential and others,2.7,13.4,66,225,RSPCB Office,NA,23-03-2006
NA,27-03-2006,Rajasthan,Jaipur,NA,Residential and others,2.6,15.6,81,330,RSPCB Office,NA,27-03-2006
NA,30-03-2006,Rajasthan,Jaipur,NA,Residential and others,3.1,13.7,51,164,RSPCB Office,NA,30-03-2006
NA,04-03-2006,Rajasthan,Jaipur,NA,Residential and others,3.7,15.9,112,305,RSPCB Office,NA,04-03-2006
NA,04-06-2006,Rajasthan,Jaipur,NA,Residential and others,NA,14.9,70,170,RSPCB Office,NA,04-06-2006
NA,04-10-2006,Rajasthan,Jaipur,NA,Residential and others,2.5,22.6,154,625,RSPCB Office,NA,04-10-2006
NA,13-04-2006,Rajasthan,Jaipur,NA,Residential and others,3.1,17.5,47,139,RSPCB Office,NA,13-04-2006
NA,17-04-2006,Rajasthan,Jaipur,NA,Residential and others,3.8,18.9,179,634,RSPCB Office,NA,17-04-2006
NA,20-04-2006,Rajasthan,Jaipur,NA,Residential and others,2.8,14.7,156,600,RSPCB Office,NA,20-04-2006
NA,24-04-2006,Rajasthan,Jaipur,NA,Residential and others,2.9,17.9,121,273,RSPCB Office,NA,24-04-2006
NA,27-04-2006,Rajasthan,Jaipur,NA,Residential and others,2.7,17.6,199,526,RSPCB Office,NA,27-04-2006
NA,05-01-2006,Rajasthan,Jaipur,NA,Residential and others,4,21.5,237,563,RSPCB Office,NA,05-01-2006
NA,05-04-2006,Rajasthan,Jaipur,NA,Residential and others,3.5,19.2,129,339,RSPCB Office,NA,05-04-2006
NA,05-08-2006,Rajasthan,Jaipur,NA,Residential and others,3.4,23.1,205,662,RSPCB Office,NA,05-08-2006
NA,05-11-2006,Rajasthan,Jaipur,NA,Residential and others,2.4,15.6,374,828,RSPCB Office,NA,05-11-2006
NA,15-05-2006,Rajasthan,Jaipur,NA,Residential and others,3.4,21.3,149,452,RSPCB Office,NA,15-05-2006
NA,18-05-2006,Rajasthan,Jaipur,NA,Residential and others,3.7,22.9,144,528,RSPCB Office,NA,18-05-2006
NA,22-05-2006,Rajasthan,Jaipur,NA,Residential and others,2.7,18.4,71,222,RSPCB Office,NA,22-05-2006
NA,25-05-2006,Rajasthan,Jaipur,NA,Residential and others,3.7,19.2,135,326,RSPCB Office,NA,25-05-2006
NA,29-05-2006,Rajasthan,Jaipur,NA,Residential and others,3.4,14.9,225,629,RSPCB Office,NA,29-05-2006
NA,06-01-2006,Rajasthan,Jaipur,NA,Residential and others,3.8,17.2,72,316,RSPCB Office,NA,06-01-2006
NA,06-05-2006,Rajasthan,Jaipur,NA,Residential and others,3.4,16.9,114,433,RSPCB Office,NA,06-05-2006
NA,06-08-2006,Rajasthan,Jaipur,NA,Residential and others,3.7,19.8,104,388,RSPCB Office,NA,06-08-2006
NA,06-12-2006,Rajasthan,Jaipur,NA,Residential and others,3.7,18.3,176,389,RSPCB Office,NA,06-12-2006
NA,15-06-2006,Rajasthan,Jaipur,NA,Residential and others,3.3,17.9,141,468,RSPCB Office,NA,15-06-2006
NA,19-06-2006,Rajasthan,Jaipur,NA,Residential and others,3.7,17.8,394,419,RSPCB Office,NA,19-06-2006
NA,22-06-2006,Rajasthan,Jaipur,NA,Residential and others,3.5,20.7,80,208,RSPCB Office,NA,22-06-2006
NA,26-06-2006,Rajasthan,Jaipur,NA,Residential and others,3.7,11.1,37,141,RSPCB Office,NA,26-06-2006
NA,29-06-2006,Rajasthan,Jaipur,NA,Residential and others,3,15.7,66,275,RSPCB Office,NA,29-06-2006
NA,07-03-2006,Rajasthan,Jaipur,NA,Residential and others,3,18,30,80,RSPCB Office,NA,07-03-2006
NA,07-06-2006,Rajasthan,Jaipur,NA,Residential and others,3.6,19.2,30,96,RSPCB Office,NA,07-06-2006
NA,07-10-2006,Rajasthan,Jaipur,NA,Residential and others,2.7,7.1,99,242,RSPCB Office,NA,07-10-2006
NA,13-07-2006,Rajasthan,Jaipur,NA,Residential and others,3.3,11.8,87,243,RSPCB Office,NA,13-07-2006
NA,17-07-2006,Rajasthan,Jaipur,NA,Residential and others,3.3,14,115,414,RSPCB Office,NA,17-07-2006
NA,20-07-2006,Rajasthan,Jaipur,NA,Residential and others,2.7,11.2,28,134,RSPCB Office,NA,20-07-2006
NA,24-07-2006,Rajasthan,Jaipur,NA,Residential and others,3.3,11.3,19,96,RSPCB Office,NA,24-07-2006
NA,27-07-2006,Rajasthan,Jaipur,NA,Residential and others,3,15.7,20,47,RSPCB Office,NA,27-07-2006
NA,31-07-2006,Rajasthan,Jaipur,NA,Residential and others,3,11.7,22,63,RSPCB Office,NA,31-07-2006
NA,08-03-2006,Rajasthan,Jaipur,NA,Residential and others,2.3,11.3,23,59,RSPCB Office,NA,08-03-2006
NA,08-07-2006,Rajasthan,Jaipur,NA,Residential and others,6.2,11.3,25,79,RSPCB Office,NA,08-07-2006
